"Notes"	"State"	"State Code"	"Weekday"	"Weekday Code"	Deaths	Population	Crude Rate
	"Tennessee"	"47"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Texas"	"48"	"Sunday"	"1"	5144	Not Applicable	Not Applicable
	"Texas"	"48"	"Monday"	"2"	4675	Not Applicable	Not Applicable
	"Texas"	"48"	"Tuesday"	"3"	4593	Not Applicable	Not Applicable
	"Texas"	"48"	"Wednesday"	"4"	4377	Not Applicable	Not Applicable
	"Texas"	"48"	"Thursday"	"5"	4608	Not Applicable	Not Applicable
	"Texas"	"48"	"Friday"	"6"	4833	Not Applicable	Not Applicable
	"Texas"	"48"	"Saturday"	"7"	5659	Not Applicable	Not Applicable
	"Texas"	"48"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Utah"	"49"	"Sunday"	"1"	1091	Not Applicable	Not Applicable
	"Utah"	"49"	"Monday"	"2"	946	Not Applicable	Not Applicable
	"Utah"	"49"	"Tuesday"	"3"	970	Not Applicable	Not Applicable
	"Utah"	"49"	"Wednesday"	"4"	1023	Not Applicable	Not Applicable
	"Utah"	"49"	"Thursday"	"5"	1011	Not Applicable	Not Applicable
	"Utah"	"49"	"Friday"	"6"	1063	Not Applicable	Not Applicable
	"Utah"	"49"	"Saturday"	"7"	1149	Not Applicable	Not Applicable
	"Utah"	"49"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Sunday"	"1"	148	Not Applicable	Not Applicable
	"Vermont"	"50"	"Monday"	"2"	114	Not Applicable	Not Applicable
	"Vermont"	"50"	"Tuesday"	"3"	127	Not Applicable	Not Applicable
	"Vermont"	"50"	"Wednesday"	"4"	129	Not Applicable	Not Applicable
	"Vermont"	"50"	"Thursday"	"5"	160	Not Applicable	Not Applicable
	"Vermont"	"50"	"Friday"	"6"	162	Not Applicable	Not Applicable
	"Vermont"	"50"	"Saturday"	"7"	147	Not Applicable	Not Applicable
	"Vermont"	"50"	"Unknown"	"9"	79	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sunday"	"1"	1729	Not Applicable	Not Applicable
	"Virginia"	"51"	"Monday"	"2"	1355	Not Applicable	Not Applicable
	"Virginia"	"51"	"Tuesday"	"3"	1408	Not Applicable	Not Applicable
	"Virginia"	"51"	"Wednesday"	"4"	1429	Not Applicable	Not Applicable
	"Virginia"	"51"	"Thursday"	"5"	1537	Not Applicable	Not Applicable
	"Virginia"	"51"	"Friday"	"6"	1571	Not Applicable	Not Applicable
	"Virginia"	"51"	"Saturday"	"7"	1902	Not Applicable	Not Applicable
	"Virginia"	"51"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Washington"	"53"	"Sunday"	"1"	2193	Not Applicable	Not Applicable
	"Washington"	"53"	"Monday"	"2"	1893	Not Applicable	Not Applicable
	"Washington"	"53"	"Tuesday"	"3"	1856	Not Applicable	Not Applicable
	"Washington"	"53"	"Wednesday"	"4"	1886	Not Applicable	Not Applicable
	"Washington"	"53"	"Thursday"	"5"	1955	Not Applicable	Not Applicable
	"Washington"	"53"	"Friday"	"6"	2170	Not Applicable	Not Applicable
	"Washington"	"53"	"Saturday"	"7"	2246	Not Applicable	Not Applicable
	"Washington"	"53"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Sunday"	"1"	908	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Monday"	"2"	761	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Tuesday"	"3"	815	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Wednesday"	"4"	861	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Thursday"	"5"	950	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Friday"	"6"	1009	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Saturday"	"7"	1118	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Sunday"	"1"	1386	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Monday"	"2"	1326	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Tuesday"	"3"	1216	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Wednesday"	"4"	1240	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Thursday"	"5"	1271	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Friday"	"6"	1348	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Saturday"	"7"	1534	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Sunday"	"1"	149	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Monday"	"2"	145	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Tuesday"	"3"	126	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Wednesday"	"4"	137	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Thursday"	"5"	133	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Friday"	"6"	164	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Saturday"	"7"	149	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2015"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: X41 (Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic"
"drugs, not elsewhere classified), X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens],"
"not elsewhere classified), X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system), X44"
"(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances), X61 (Intentional"
"self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere"
"classified), X62 (Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere"
"classified), X63 (Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system), X64"
"(Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances), X85 (Assault"
"by drugs, medicaments and biological substances), Y11 (Poisoning by and exposure to antiepileptic, sedative-hypnotic,"
"antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent), Y12 (Poisoning by and exposure to"
"narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent), Y13 (Poisoning by and exposure"
"to other drugs acting on the autonomic nervous system, undetermined intent), Y14 (Poisoning by and exposure to other and"
"unspecified drugs, medicaments and biological substances, undetermined intent)"
"Place of Death: All"
"Race: All"
"States: All"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: State, Weekday"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Nov 4, 2017 4:30:38 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2015 on CDC WONDER Online Database, released December, 2016. Data are from the Multiple Cause of Death Files, 1999-2015, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Nov 4, 2017 4:30:38 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd.html#NotApplicableRates."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"4. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"5. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"6. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"7. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
