"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	2025	9902539	20.4
	"Georgia"	"13"	"1999"	"1999"	"Female"	"F"	117	4096031	2.9
	"Georgia"	"13"	"1999"	"1999"	"Male"	"M"	166	3949934	4.2
	"Georgia"	"13"	"2000"	"2000"	"Female"	"F"	150	4159340	3.6
	"Georgia"	"13"	"2000"	"2000"	"Male"	"M"	214	4027113	5.3
	"Georgia"	"13"	"2001"	"2001"	"Female"	"F"	192	4256162	4.5
	"Georgia"	"13"	"2001"	"2001"	"Male"	"M"	319	4120876	7.7
	"Georgia"	"13"	"2002"	"2002"	"Female"	"F"	206	4327934	4.8
	"Georgia"	"13"	"2002"	"2002"	"Male"	"M"	357	4180322	8.5
	"Georgia"	"13"	"2003"	"2003"	"Female"	"F"	248	4394952	5.6
	"Georgia"	"13"	"2003"	"2003"	"Male"	"M"	359	4227841	8.5
	"Georgia"	"13"	"2004"	"2004"	"Female"	"F"	285	4463524	6.4
	"Georgia"	"13"	"2004"	"2004"	"Male"	"M"	381	4305728	8.8
	"Georgia"	"13"	"2005"	"2005"	"Female"	"F"	284	4555263	6.2
	"Georgia"	"13"	"2005"	"2005"	"Male"	"M"	454	4370659	10.4
	"Georgia"	"13"	"2006"	"2006"	"Female"	"F"	330	4670606	7.1
	"Georgia"	"13"	"2006"	"2006"	"Male"	"M"	500	4485207	11.1
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	365	4777572	7.6
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	558	4572416	12.2
	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	356	4856984	7.3
	"Georgia"	"13"	"2008"	"2008"	"Male"	"M"	579	4647859	12.5
	"Georgia"	"13"	"2009"	"2009"	"Female"	"F"	429	4917756	8.7
	"Georgia"	"13"	"2009"	"2009"	"Male"	"M"	578	4703090	12.3
	"Georgia"	"13"	"2010"	"2010"	"Female"	"F"	451	4958482	9.1
	"Georgia"	"13"	"2010"	"2010"	"Male"	"M"	603	4729171	12.8
	"Georgia"	"13"	"2011"	"2011"	"Female"	"F"	465	5012403	9.3
	"Georgia"	"13"	"2011"	"2011"	"Male"	"M"	593	4802807	12.3
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	477	5068921	9.4
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	579	4851024	11.9
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	483	5110806	9.5
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	615	4881361	12.6
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	516	5170356	10.0
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	690	4926987	14.0
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	552	5234978	10.5
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	750	4979882	15.1
	"Hawaii"	"15"	"1999"	"1999"	"Female"	"F"	24	601830	4.0
	"Hawaii"	"15"	"1999"	"1999"	"Male"	"M"	56	608470	9.2
	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	21	602866	3.5
	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	42	608671	6.9
	"Hawaii"	"15"	"2001"	"2001"	"Female"	"F"	25	609189	4.1
	"Hawaii"	"15"	"2001"	"2001"	"Male"	"M"	52	616759	8.4
	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	25	616192	4.1
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	52	623421	8.3
	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	21	623753	3.4
	"Hawaii"	"15"	"2003"	"2003"	"Male"	"M"	71	627401	11.3
	"Hawaii"	"15"	"2004"	"2004"	"Female"	"F"	23	636864	3.6
	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	80	636705	12.6
	"Hawaii"	"15"	"2005"	"2005"	"Female"	"F"	46	644813	7.1
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	80	647916	12.3
	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	24	652351	3.7
	"Hawaii"	"15"	"2006"	"2006"	"Male"	"M"	62	657380	9.4
	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	36	657185	5.5
	"Hawaii"	"15"	"2007"	"2007"	"Male"	"M"	100	658490	15.2
	"Hawaii"	"15"	"2008"	"2008"	"Female"	"F"	49	665313	7.4
	"Hawaii"	"15"	"2008"	"2008"	"Male"	"M"	74	666900	11.1
	"Hawaii"	"15"	"2009"	"2009"	"Female"	"F"	29	673075	4.3
	"Hawaii"	"15"	"2009"	"2009"	"Male"	"M"	107	673642	15.9
	"Hawaii"	"15"	"2010"	"2010"	"Female"	"F"	47	679058	6.9
	"Hawaii"	"15"	"2010"	"2010"	"Male"	"M"	104	681243	15.3
	"Hawaii"	"15"	"2011"	"2011"	"Female"	"F"	60	685005	8.8
	"Hawaii"	"15"	"2011"	"2011"	"Male"	"M"	120	689805	17.4
	"Hawaii"	"15"	"2012"	"2012"	"Female"	"F"	55	690348	8.0
	"Hawaii"	"15"	"2012"	"2012"	"Male"	"M"	100	701965	14.2
	"Hawaii"	"15"	"2013"	"2013"	"Female"	"F"	51	694440	7.3
	"Hawaii"	"15"	"2013"	"2013"	"Male"	"M"	107	709614	15.1
	"Hawaii"	"15"	"2014"	"2014"	"Female"	"F"	53	701462	7.6
	"Hawaii"	"15"	"2014"	"2014"	"Male"	"M"	104	718099	14.5
	"Hawaii"	"15"	"2015"	"2015"	"Female"	"F"	48	706231	6.8
	"Hawaii"	"15"	"2015"	"2015"	"Male"	"M"	121	725372	16.7
	"Idaho"	"16"	"1999"	"1999"	"Female"	"F"	26	636798	4.1
	"Idaho"	"16"	"1999"	"1999"	"Male"	"M"	38	638876	5.9
	"Idaho"	"16"	"2000"	"2000"	"Female"	"F"	27	645293	4.2
	"Idaho"	"16"	"2000"	"2000"	"Male"	"M"	37	648660	5.7
	"Idaho"	"16"	"2001"	"2001"	"Female"	"F"	42	658043	6.4
	"Idaho"	"16"	"2001"	"2001"	"Male"	"M"	56	661919	8.5
	"Idaho"	"16"	"2002"	"2002"	"Female"	"F"	55	668686	8.2
	"Idaho"	"16"	"2002"	"2002"	"Male"	"M"	62	671686	9.2
	"Idaho"	"16"	"2003"	"2003"	"Female"	"F"	48	679877	7.1
	"Idaho"	"16"	"2003"	"2003"	"Male"	"M"	54	683503	7.9
	"Idaho"	"16"	"2004"	"2004"	"Female"	"F"	48	693186	6.9
	"Idaho"	"16"	"2004"	"2004"	"Male"	"M"	50	698616	7.2
	"Idaho"	"16"	"2005"	"2005"	"Female"	"F"	39	711983	5.5
	"Idaho"	"16"	"2005"	"2005"	"Male"	"M"	70	716258	9.8
	"Idaho"	"16"	"2006"	"2006"	"Female"	"F"	59	732104	8.1
	"Idaho"	"16"	"2006"	"2006"	"Male"	"M"	71	736565	9.6
	"Idaho"	"16"	"2007"	"2007"	"Female"	"F"	63	750127	8.4
	"Idaho"	"16"	"2007"	"2007"	"Male"	"M"	63	754978	8.3
	"Idaho"	"16"	"2008"	"2008"	"Female"	"F"	71	764792	9.3
	"Idaho"	"16"	"2008"	"2008"	"Male"	"M"	75	769528	9.7
	"Idaho"	"16"	"2009"	"2009"	"Female"	"F"	97	775398	12.5
	"Idaho"	"16"	"2009"	"2009"	"Male"	"M"	74	779041	9.5
	"Idaho"	"16"	"2010"	"2010"	"Female"	"F"	95	782258	12.1
	"Idaho"	"16"	"2010"	"2010"	"Male"	"M"	83	785324	10.6
	"Idaho"	"16"	"2011"	"2011"	"Female"	"F"	93	791358	11.8
	"Idaho"	"16"	"2011"	"2011"	"Male"	"M"	100	793627	12.6
	"Idaho"	"16"	"2012"	"2012"	"Female"	"F"	89	797116	11.2
	"Idaho"	"16"	"2012"	"2012"	"Male"	"M"	92	798612	11.5
	"Idaho"	"16"	"2013"	"2013"	"Female"	"F"	103	805052	12.8
	"Idaho"	"16"	"2013"	"2013"	"Male"	"M"	104	807084	12.9
	"Idaho"	"16"	"2014"	"2014"	"Female"	"F"	114	815968	14.0
	"Idaho"	"16"	"2014"	"2014"	"Male"	"M"	98	818496	12.0
	"Idaho"	"16"	"2015"	"2015"	"Female"	"F"	108	826183	13.1
	"Idaho"	"16"	"2015"	"2015"	"Male"	"M"	110	828747	13.3
	"Illinois"	"17"	"1999"	"1999"	"Female"	"F"	225	6313350	3.6
	"Illinois"	"17"	"1999"	"1999"	"Male"	"M"	600	6045670	9.9
	"Illinois"	"17"	"2000"	"2000"	"Female"	"F"	246	6338957	3.9
	"Illinois"	"17"	"2000"	"2000"	"Male"	"M"	622	6080336	10.2
	"Illinois"	"17"	"2001"	"2001"	"Female"	"F"	263	6370443	4.1
	"Illinois"	"17"	"2001"	"2001"	"Male"	"M"	629	6118002	10.3
	"Illinois"	"17"	"2002"	"2002"	"Female"	"F"	310	6387897	4.9
	"Illinois"	"17"	"2002"	"2002"	"Male"	"M"	676	6137659	11.0
	"Illinois"	"17"	"2003"	"2003"	"Female"	"F"	275	6402859	4.3
	"Illinois"	"17"	"2003"	"2003"	"Male"	"M"	572	6153147	9.3
	"Illinois"	"17"	"2004"	"2004"	"Female"	"F"	319	6414209	5.0
	"Illinois"	"17"	"2004"	"2004"	"Male"	"M"	716	6175564	11.6
	"Illinois"	"17"	"2005"	"2005"	"Female"	"F"	335	6423831	5.2
	"Illinois"	"17"	"2005"	"2005"	"Male"	"M"	732	6186072	11.8
	"Illinois"	"17"	"2006"	"2006"	"Female"	"F"	379	6440022	5.9
	"Illinois"	"17"	"2006"	"2006"	"Male"	"M"	990	6203933	16.0
	"Illinois"	"17"	"2007"	"2007"	"Female"	"F"	418	6467577	6.5
	"Illinois"	"17"	"2007"	"2007"	"Male"	"M"	774	6228289	12.4
	"Illinois"	"17"	"2008"	"2008"	"Female"	"F"	437	6493537	6.7
	"Illinois"	"17"	"2008"	"2008"	"Male"	"M"	916	6253501	14.6
	"Illinois"	"17"	"2009"	"2009"	"Female"	"F"	446	6520723	6.8
	"Illinois"	"17"	"2009"	"2009"	"Male"	"M"	935	6276055	14.9
	"Illinois"	"17"	"2010"	"2010"	"Female"	"F"	433	6538356	6.6
	"Illinois"	"17"	"2010"	"2010"	"Male"	"M"	855	6292276	13.6
	"Illinois"	"17"	"2011"	"2011"	"Female"	"F"	461	6555063	7.0
	"Illinois"	"17"	"2011"	"2011"	"Male"	"M"	947	6314194	15.0
	"Illinois"	"17"	"2012"	"2012"	"Female"	"F"	510	6555800	7.8
	"Illinois"	"17"	"2012"	"2012"	"Male"	"M"	1118	6319455	17.7
	"Illinois"	"17"	"2013"	"2013"	"Female"	"F"	514	6555652	7.8
	"Illinois"	"17"	"2013"	"2013"	"Male"	"M"	1065	6326483	16.8
	"Illinois"	"17"	"2014"	"2014"	"Female"	"F"	601	6559694	9.2
	"Illinois"	"17"	"2014"	"2014"	"Male"	"M"	1104	6320886	17.5
	"Illinois"	"17"	"2015"	"2015"	"Female"	"F"	644	6545500	9.8
	"Illinois"	"17"	"2015"	"2015"	"Male"	"M"	1191	6314495	18.9
	"Indiana"	"18"	"1999"	"1999"	"Female"	"F"	68	3083351	2.2
	"Indiana"	"18"	"1999"	"1999"	"Male"	"M"	123	2961618	4.2
	"Indiana"	"18"	"2000"	"2000"	"Female"	"F"	83	3098011	2.7
	"Indiana"	"18"	"2000"	"2000"	"Male"	"M"	131	2982474	4.4
	"Indiana"	"18"	"2001"	"2001"	"Female"	"F"	99	3120158	3.2
	"Indiana"	"18"	"2001"	"2001"	"Male"	"M"	184	3007602	6.1
	"Indiana"	"18"	"2002"	"2002"	"Female"	"F"	117	3133342	3.7
	"Indiana"	"18"	"2002"	"2002"	"Male"	"M"	176	3022625	5.8
	"Indiana"	"18"	"2003"	"2003"	"Female"	"F"	175	3152366	5.6
	"Indiana"	"18"	"2003"	"2003"	"Male"	"M"	259	3044272	8.5
	"Indiana"	"18"	"2004"	"2004"	"Female"	"F"	213	3168952	6.7
	"Indiana"	"18"	"2004"	"2004"	"Male"	"M"	329	3064055	10.7
	"Indiana"	"18"	"2005"	"2005"	"Female"	"F"	253	3191481	7.9
	"Indiana"	"18"	"2005"	"2005"	"Male"	"M"	357	3087135	11.6
	"Indiana"	"18"	"2006"	"2006"	"Female"	"F"	281	3218203	8.7
	"Indiana"	"18"	"2006"	"2006"	"Male"	"M"	455	3114466	14.6
	"Indiana"	"18"	"2007"	"2007"	"Female"	"F"	308	3241454	9.5
	"Indiana"	"18"	"2007"	"2007"	"Male"	"M"	473	3138145	15.1
	"Indiana"	"18"	"2008"	"2008"	"Female"	"F"	316	3263963	9.7
	"Indiana"	"18"	"2008"	"2008"	"Male"	"M"	514	3160843	16.3
	"Indiana"	"18"	"2009"	"2009"	"Female"	"F"	346	3281477	10.5
	"Indiana"	"18"	"2009"	"2009"	"Male"	"M"	550	3177848	17.3
	"Indiana"	"18"	"2010"	"2010"	"Female"	"F"	397	3294065	12.1
	"Indiana"	"18"	"2010"	"2010"	"Male"	"M"	530	3189737	16.6
	"Indiana"	"18"	"2011"	"2011"	"Female"	"F"	391	3309937	11.8
	"Indiana"	"18"	"2011"	"2011"	"Male"	"M"	584	3206985	18.2
	"Indiana"	"18"	"2012"	"2012"	"Female"	"F"	393	3319144	11.8
	"Indiana"	"18"	"2012"	"2012"	"Male"	"M"	618	3218190	19.2
	"Indiana"	"18"	"2013"	"2013"	"Female"	"F"	432	3334634	13.0
	"Indiana"	"18"	"2013"	"2013"	"Male"	"M"	632	3236268	19.5
	"Indiana"	"18"	"2014"	"2014"	"Female"	"F"	478	3347411	14.3
	"Indiana"	"18"	"2014"	"2014"	"Male"	"M"	694	3249444	21.4
	"Indiana"	"18"	"2015"	"2015"	"Female"	"F"	464	3357815	13.8
	"Indiana"	"18"	"2015"	"2015"	"Male"	"M"	781	3261865	23.9
	"Iowa"	"19"	"1999"	"1999"	"Female"	"F"	22	1488223	1.5
	"Iowa"	"19"	"1999"	"1999"	"Male"	"M"	31	1429411	2.2
	"Iowa"	"19"	"2000"	"2000"	"Female"	"F"	30	1490809	2.0
	"Iowa"	"19"	"2000"	"2000"	"Male"	"M"	43	1435515	3.0
	"Iowa"	"19"	"2001"	"2001"	"Female"	"F"	38	1492287	2.5
	"Iowa"	"19"	"2001"	"2001"	"Male"	"M"	49	1439710	3.4
	"Iowa"	"19"	"2002"	"2002"	"Female"	"F"	46	1491450	3.1
	"Iowa"	"19"	"2002"	"2002"	"Male"	"M"	45	1442784	3.1
	"Iowa"	"19"	"2003"	"2003"	"Female"	"F"	38	1493907	2.5
	"Iowa"	"19"	"2003"	"2003"	"Male"	"M"	58	1448092	4.0
	"Iowa"	"19"	"2004"	"2004"	"Female"	"F"	61	1498888	4.1
	"Iowa"	"19"	"2004"	"2004"	"Male"	"M"	61	1454747	4.2
	"Iowa"	"19"	"2005"	"2005"	"Female"	"F"	71	1503019	4.7
	"Iowa"	"19"	"2005"	"2005"	"Male"	"M"	70	1461435	4.8
	"Iowa"	"19"	"2006"	"2006"	"Female"	"F"	75	1511124	5.0
	"Iowa"	"19"	"2006"	"2006"	"Male"	"M"	112	1471520	7.6
	"Iowa"	"19"	"2007"	"2007"	"Female"	"F"	80	1518023	5.3
	"Iowa"	"19"	"2007"	"2007"	"Male"	"M"	123	1481189	8.3
	"Iowa"	"19"	"2008"	"2008"	"Female"	"F"	89	1525539	5.8
	"Iowa"	"19"	"2008"	"2008"	"Male"	"M"	120	1491195	8.0
	"Iowa"	"19"	"2009"	"2009"	"Female"	"F"	85	1532739	5.5
	"Iowa"	"19"	"2009"	"2009"	"Male"	"M"	122	1500131	8.1
	"Iowa"	"19"	"2010"	"2010"	"Female"	"F"	106	1538036	6.9
	"Iowa"	"19"	"2010"	"2010"	"Male"	"M"	147	1508319	9.7
	"Iowa"	"19"	"2011"	"2011"	"Female"	"F"	108	1544894	7.0
	"Iowa"	"19"	"2011"	"2011"	"Male"	"M"	142	1517415	9.4
	"Iowa"	"19"	"2012"	"2012"	"Female"	"F"	120	1549698	7.7
	"Iowa"	"19"	"2012"	"2012"	"Male"	"M"	139	1524488	9.1
	"Iowa"	"19"	"2013"	"2013"	"Female"	"F"	124	1557015	8.0
	"Iowa"	"19"	"2013"	"2013"	"Male"	"M"	151	1533401	9.8
	"Iowa"	"19"	"2014"	"2014"	"Female"	"F"	121	1564081	7.7
	"Iowa"	"19"	"2014"	"2014"	"Male"	"M"	143	1543045	9.3
	"Iowa"	"19"	"2015"	"2015"	"Female"	"F"	128	1571873	8.1
	"Iowa"	"19"	"2015"	"2015"	"Male"	"M"	181	1552026	11.7
	"Kansas"	"20"	"1999"	"1999"	"Female"	"F"	32	1356044	2.4
	"Kansas"	"20"	"1999"	"1999"	"Male"	"M"	57	1322294	4.3
	"Kansas"	"20"	"2000"	"2000"	"Female"	"F"	35	1359944	2.6
	"Kansas"	"20"	"2000"	"2000"	"Male"	"M"	68	1328474	5.1
	"Kansas"	"20"	"2001"	"2001"	"Female"	"F"	65	1365966	4.8
	"Kansas"	"20"	"2001"	"2001"	"Male"	"M"	73	1336196	5.5
	"Kansas"	"20"	"2002"	"2002"	"Female"	"F"	67	1371898	4.9
	"Kansas"	"20"	"2002"	"2002"	"Male"	"M"	103	1341637	7.7
	"Kansas"	"20"	"2003"	"2003"	"Female"	"F"	80	1377415	5.8
	"Kansas"	"20"	"2003"	"2003"	"Male"	"M"	108	1345589	8.0
	"Kansas"	"20"	"2004"	"2004"	"Female"	"F"	94	1382396	6.8
	"Kansas"	"20"	"2004"	"2004"	"Male"	"M"	130	1351977	9.6
	"Kansas"	"20"	"2005"	"2005"	"Female"	"F"	91	1387958	6.6
	"Kansas"	"20"	"2005"	"2005"	"Male"	"M"	150	1357341	11.1
	"Kansas"	"20"	"2006"	"2006"	"Female"	"F"	113	1394092	8.1
	"Kansas"	"20"	"2006"	"2006"	"Male"	"M"	144	1368839	10.5
	"Kansas"	"20"	"2007"	"2007"	"Female"	"F"	117	1405705	8.3
	"Kansas"	"20"	"2007"	"2007"	"Male"	"M"	153	1378080	11.1
	"Kansas"	"20"	"2008"	"2008"	"Female"	"F"	109	1415563	7.7
	"Kansas"	"20"	"2008"	"2008"	"Male"	"M"	110	1392513	7.9
	"Kansas"	"20"	"2009"	"2009"	"Female"	"F"	141	1428139	9.9
	"Kansas"	"20"	"2009"	"2009"	"Male"	"M"	163	1404565	11.6
	"Kansas"	"20"	"2010"	"2010"	"Female"	"F"	110	1437710	7.7
	"Kansas"	"20"	"2010"	"2010"	"Male"	"M"	159	1415408	11.2
	"Kansas"	"20"	"2011"	"2011"	"Female"	"F"	136	1445436	9.4
	"Kansas"	"20"	"2011"	"2011"	"Male"	"M"	144	1425802	10.1
	"Kansas"	"20"	"2012"	"2012"	"Female"	"F"	137	1450624	9.4
	"Kansas"	"20"	"2012"	"2012"	"Male"	"M"	181	1435281	12.6
	"Kansas"	"20"	"2013"	"2013"	"Female"	"F"	152	1452009	10.5
	"Kansas"	"20"	"2013"	"2013"	"Male"	"M"	179	1441948	12.4
	"Kansas"	"20"	"2014"	"2014"	"Female"	"F"	160	1456666	11.0
	"Kansas"	"20"	"2014"	"2014"	"Male"	"M"	172	1447355	11.9
	"Kansas"	"20"	"2015"	"2015"	"Female"	"F"	139	1458008	9.5
	"Kansas"	"20"	"2015"	"2015"	"Male"	"M"	190	1453633	13.1
	"Kentucky"	"21"	"1999"	"1999"	"Female"	"F"	75	2056401	3.6
	"Kentucky"	"21"	"1999"	"1999"	"Male"	"M"	122	1961652	6.2
	"Kentucky"	"21"	"2000"	"2000"	"Female"	"F"	86	2066401	4.2
	"Kentucky"	"21"	"2000"	"2000"	"Male"	"M"	155	1975368	7.8
	"Kentucky"	"21"	"2001"	"2001"	"Female"	"F"	134	2076871	6.5
	"Kentucky"	"21"	"2001"	"2001"	"Male"	"M"	211	1991261	10.6
	"Kentucky"	"21"	"2002"	"2002"	"Female"	"F"	155	2087223	7.4
	"Kentucky"	"21"	"2002"	"2002"	"Male"	"M"	271	2002652	13.5
	"Kentucky"	"21"	"2003"	"2003"	"Female"	"F"	231	2102308	11.0
	"Kentucky"	"21"	"2003"	"2003"	"Male"	"M"	329	2014862	16.3
	"Kentucky"	"21"	"2004"	"2004"	"Female"	"F"	205	2112051	9.7
	"Kentucky"	"21"	"2004"	"2004"	"Male"	"M"	321	2034050	15.8
	"Kentucky"	"21"	"2005"	"2005"	"Female"	"F"	223	2129658	10.5
	"Kentucky"	"21"	"2005"	"2005"	"Male"	"M"	415	2053084	20.2
	"Kentucky"	"21"	"2006"	"2006"	"Female"	"F"	277	2149096	12.9
	"Kentucky"	"21"	"2006"	"2006"	"Male"	"M"	451	2070143	21.8
	"Kentucky"	"21"	"2007"	"2007"	"Female"	"F"	251	2164210	11.6
	"Kentucky"	"21"	"2007"	"2007"	"Male"	"M"	457	2092462	21.8
	"Kentucky"	"21"	"2008"	"2008"	"Female"	"F"	309	2183532	14.2
	"Kentucky"	"21"	"2008"	"2008"	"Male"	"M"	455	2106346	21.6
	"Kentucky"	"21"	"2009"	"2009"	"Female"	"F"	292	2193136	13.3
	"Kentucky"	"21"	"2009"	"2009"	"Male"	"M"	477	2123938	22.5
	"Kentucky"	"21"	"2010"	"2010"	"Female"	"F"	388	2204415	17.6
	"Kentucky"	"21"	"2010"	"2010"	"Male"	"M"	619	2134952	29.0
	"Kentucky"	"21"	"2011"	"2011"	"Female"	"F"	416	2219482	18.7
	"Kentucky"	"21"	"2011"	"2011"	"Male"	"M"	642	2149874	29.9
	"Kentucky"	"21"	"2012"	"2012"	"Female"	"F"	425	2222704	19.1
	"Kentucky"	"21"	"2012"	"2012"	"Male"	"M"	653	2157711	30.3
	"Kentucky"	"21"	"2013"	"2013"	"Female"	"F"	382	2231899	17.1
	"Kentucky"	"21"	"2013"	"2013"	"Male"	"M"	637	2163396	29.4
	"Kentucky"	"21"	"2014"	"2014"	"Female"	"F"	415	2240299	18.5
	"Kentucky"	"21"	"2014"	"2014"	"Male"	"M"	662	2173158	30.5
	"Kentucky"	"21"	"2015"	"2015"	"Female"	"F"	500	2245998	22.3
	"Kentucky"	"21"	"2015"	"2015"	"Male"	"M"	773	2179094	35.5
	"Louisiana"	"22"	"1999"	"1999"	"Female"	"F"	71	2302744	3.1
	"Louisiana"	"22"	"1999"	"1999"	"Male"	"M"	117	2158067	5.4
	"Louisiana"	"22"	"2000"	"2000"	"Female"	"F"	90	2306073	3.9
	"Louisiana"	"22"	"2000"	"2000"	"Male"	"M"	158	2162903	7.3
	"Louisiana"	"22"	"2001"	"2001"	"Female"	"F"	85	2308063	3.7
	"Louisiana"	"22"	"2001"	"2001"	"Male"	"M"	180	2169812	8.3
	"Louisiana"	"22"	"2002"	"2002"	"Female"	"F"	115	2315524	5.0
	"Louisiana"	"22"	"2002"	"2002"	"Male"	"M"	250	2181743	11.5
	"Louisiana"	"22"	"2003"	"2003"	"Female"	"F"	182	2327153	7.8
	"Louisiana"	"22"	"2003"	"2003"	"Male"	"M"	354	2193889	16.1
	"Louisiana"	"22"	"2004"	"2004"	"Female"	"F"	192	2338753	8.2
	"Louisiana"	"22"	"2004"	"2004"	"Male"	"M"	347	2213485	15.7
	"Louisiana"	"22"	"2005"	"2005"	"Female"	"F"	206	2349441	8.8
	"Louisiana"	"22"	"2005"	"2005"	"Male"	"M"	455	2227187	20.4
	"Louisiana"	"22"	"2006"	"2006"	"Female"	"F"	222	2204072	10.1
	"Louisiana"	"22"	"2006"	"2006"	"Male"	"M"	483	2098593	23.0
	"Louisiana"	"22"	"2007"	"2007"	"Female"	"F"	278	2239125	12.4
	"Louisiana"	"22"	"2007"	"2007"	"Male"	"M"	530	2136456	24.8
	"Louisiana"	"22"	"2008"	"2008"	"Female"	"F"	248	2269630	10.9
	"Louisiana"	"22"	"2008"	"2008"	"Male"	"M"	399	2165956	18.4
	"Louisiana"	"22"	"2009"	"2009"	"Female"	"F"	218	2295199	9.5
	"Louisiana"	"22"	"2009"	"2009"	"Male"	"M"	366	2196449	16.7
	"Louisiana"	"22"	"2010"	"2010"	"Female"	"F"	237	2314080	10.2
	"Louisiana"	"22"	"2010"	"2010"	"Male"	"M"	354	2219292	16.0
	"Louisiana"	"22"	"2011"	"2011"	"Female"	"F"	249	2336467	10.7
	"Louisiana"	"22"	"2011"	"2011"	"Male"	"M"	352	2238369	15.7
	"Louisiana"	"22"	"2012"	"2012"	"Female"	"F"	231	2349843	9.8
	"Louisiana"	"22"	"2012"	"2012"	"Male"	"M"	335	2252050	14.9
	"Louisiana"	"22"	"2013"	"2013"	"Female"	"F"	311	2361537	13.2
	"Louisiana"	"22"	"2013"	"2013"	"Male"	"M"	498	2263933	22.0
	"Louisiana"	"22"	"2014"	"2014"	"Female"	"F"	283	2375737	11.9
	"Louisiana"	"22"	"2014"	"2014"	"Male"	"M"	494	2273939	21.7
	"Louisiana"	"22"	"2015"	"2015"	"Female"	"F"	330	2386915	13.8
	"Louisiana"	"22"	"2015"	"2015"	"Male"	"M"	531	2283809	23.3
	"Maine"	"23"	"1999"	"1999"	"Female"	"F"	28	650598	4.3
	"Maine"	"23"	"1999"	"1999"	"Male"	"M"	39	616210	6.3
	"Maine"	"23"	"2000"	"2000"	"Female"	"F"	18	654614	Unreliable
	"Maine"	"23"	"2000"	"2000"	"Male"	"M"	43	620309	6.9
	"Maine"	"23"	"2001"	"2001"	"Female"	"F"	27	659657	4.1
	"Maine"	"23"	"2001"	"2001"	"Male"	"M"	58	626035	9.3
	"Maine"	"23"	"2002"	"2002"	"Female"	"F"	60	664226	9.0
	"Maine"	"23"	"2002"	"2002"	"Male"	"M"	79	631734	12.5
	"Maine"	"23"	"2003"	"2003"	"Female"	"F"	50	668680	7.5
	"Maine"	"23"	"2003"	"2003"	"Male"	"M"	83	637833	13.0
	"Maine"	"23"	"2004"	"2004"	"Female"	"F"	50	671862	7.4
	"Maine"	"23"	"2004"	"2004"	"Male"	"M"	90	641826	14.0
	"Maine"	"23"	"2005"	"2005"	"Female"	"F"	65	674104	9.6
	"Maine"	"23"	"2005"	"2005"	"Male"	"M"	98	644683	15.2
	"Maine"	"23"	"2006"	"2006"	"Female"	"F"	54	676157	8.0
	"Maine"	"23"	"2006"	"2006"	"Male"	"M"	105	647462	16.2
	"Maine"	"23"	"2007"	"2007"	"Female"	"F"	54	677797	8.0
	"Maine"	"23"	"2007"	"2007"	"Male"	"M"	105	649243	16.2
	"Maine"	"23"	"2008"	"2008"	"Female"	"F"	65	679413	9.6
	"Maine"	"23"	"2008"	"2008"	"Male"	"M"	97	651096	14.9
	"Maine"	"23"	"2009"	"2009"	"Female"	"F"	72	678694	10.6
	"Maine"	"23"	"2009"	"2009"	"Male"	"M"	101	650896	15.5
	"Maine"	"23"	"2010"	"2010"	"Female"	"F"	55	678305	8.1
	"Maine"	"23"	"2010"	"2010"	"Male"	"M"	80	650056	12.3
	"Maine"	"23"	"2011"	"2011"	"Female"	"F"	62	678125	9.1
	"Maine"	"23"	"2011"	"2011"	"Male"	"M"	94	650063	14.5
	"Maine"	"23"	"2012"	"2012"	"Female"	"F"	54	678914	8.0
	"Maine"	"23"	"2012"	"2012"	"Male"	"M"	96	650278	14.8
	"Maine"	"23"	"2013"	"2013"	"Female"	"F"	71	678082	10.5
	"Maine"	"23"	"2013"	"2013"	"Male"	"M"	103	650220	15.8
	"Maine"	"23"	"2014"	"2014"	"Female"	"F"	73	678818	10.8
	"Maine"	"23"	"2014"	"2014"	"Male"	"M"	143	651271	22.0
	"Maine"	"23"	"2015"	"2015"	"Female"	"F"	88	678071	13.0
