"Notes"	"State"	"State Code"	"Weekday"	"Weekday Code"	Deaths	Population	Crude Rate
	"Tennessee"	"47"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Texas"	"48"	"Sunday"	"1"	5218	Not Applicable	Not Applicable
	"Texas"	"48"	"Monday"	"2"	4776	Not Applicable	Not Applicable
	"Texas"	"48"	"Tuesday"	"3"	4687	Not Applicable	Not Applicable
	"Texas"	"48"	"Wednesday"	"4"	4444	Not Applicable	Not Applicable
	"Texas"	"48"	"Thursday"	"5"	4689	Not Applicable	Not Applicable
	"Texas"	"48"	"Friday"	"6"	4923	Not Applicable	Not Applicable
	"Texas"	"48"	"Saturday"	"7"	5736	Not Applicable	Not Applicable
	"Texas"	"48"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Utah"	"49"	"Sunday"	"1"	1109	Not Applicable	Not Applicable
	"Utah"	"49"	"Monday"	"2"	960	Not Applicable	Not Applicable
	"Utah"	"49"	"Tuesday"	"3"	984	Not Applicable	Not Applicable
	"Utah"	"49"	"Wednesday"	"4"	1035	Not Applicable	Not Applicable
	"Utah"	"49"	"Thursday"	"5"	1027	Not Applicable	Not Applicable
	"Utah"	"49"	"Friday"	"6"	1068	Not Applicable	Not Applicable
	"Utah"	"49"	"Saturday"	"7"	1160	Not Applicable	Not Applicable
	"Utah"	"49"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Sunday"	"1"	149	Not Applicable	Not Applicable
	"Vermont"	"50"	"Monday"	"2"	115	Not Applicable	Not Applicable
	"Vermont"	"50"	"Tuesday"	"3"	128	Not Applicable	Not Applicable
	"Vermont"	"50"	"Wednesday"	"4"	134	Not Applicable	Not Applicable
	"Vermont"	"50"	"Thursday"	"5"	165	Not Applicable	Not Applicable
	"Vermont"	"50"	"Friday"	"6"	163	Not Applicable	Not Applicable
	"Vermont"	"50"	"Saturday"	"7"	149	Not Applicable	Not Applicable
	"Vermont"	"50"	"Unknown"	"9"	81	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sunday"	"1"	1754	Not Applicable	Not Applicable
	"Virginia"	"51"	"Monday"	"2"	1381	Not Applicable	Not Applicable
	"Virginia"	"51"	"Tuesday"	"3"	1436	Not Applicable	Not Applicable
	"Virginia"	"51"	"Wednesday"	"4"	1464	Not Applicable	Not Applicable
	"Virginia"	"51"	"Thursday"	"5"	1558	Not Applicable	Not Applicable
	"Virginia"	"51"	"Friday"	"6"	1605	Not Applicable	Not Applicable
	"Virginia"	"51"	"Saturday"	"7"	1927	Not Applicable	Not Applicable
	"Virginia"	"51"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Washington"	"53"	"Sunday"	"1"	2222	Not Applicable	Not Applicable
	"Washington"	"53"	"Monday"	"2"	1929	Not Applicable	Not Applicable
	"Washington"	"53"	"Tuesday"	"3"	1873	Not Applicable	Not Applicable
	"Washington"	"53"	"Wednesday"	"4"	1913	Not Applicable	Not Applicable
	"Washington"	"53"	"Thursday"	"5"	1996	Not Applicable	Not Applicable
	"Washington"	"53"	"Friday"	"6"	2197	Not Applicable	Not Applicable
	"Washington"	"53"	"Saturday"	"7"	2277	Not Applicable	Not Applicable
	"Washington"	"53"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Sunday"	"1"	914	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Monday"	"2"	767	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Tuesday"	"3"	820	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Wednesday"	"4"	874	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Thursday"	"5"	959	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Friday"	"6"	1014	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Saturday"	"7"	1125	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Sunday"	"1"	1405	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Monday"	"2"	1345	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Tuesday"	"3"	1239	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Wednesday"	"4"	1265	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Thursday"	"5"	1289	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Friday"	"6"	1372	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Saturday"	"7"	1551	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Sunday"	"1"	151	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Monday"	"2"	147	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Tuesday"	"3"	129	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Wednesday"	"4"	140	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Thursday"	"5"	136	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Friday"	"6"	168	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Saturday"	"7"	152	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2015"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Five-Year Age Groups: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: X40 (Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics), X41"
"(Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not"
"elsewhere classified), X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not"
"elsewhere classified), X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system), X44"
"(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances), X60 (Intentional"
"self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics), X61 (Intentional self-poisoning by and"
"exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified), X62"
"(Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified), X63"
"(Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system), X64 (Intentional"
"self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances), X85 (Assault by drugs,"
"medicaments and biological substances), Y10 (Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics,"
"undetermined intent), Y11 (Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic"
"drugs, not elsewhere classified, undetermined intent), Y12 (Poisoning by and exposure to narcotics and psychodysleptics"
"[hallucinogens], not elsewhere classified, undetermined intent), Y13 (Poisoning by and exposure to other drugs acting on the"
"autonomic nervous system, undetermined intent), Y14 (Poisoning by and exposure to other and unspecified drugs, medicaments and"
"biological substances, undetermined intent)"
"Place of Death: All"
"Race: All"
"States: All"
"Weekday: All"
"Year/Month: All"
"Group By: State, Weekday"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Nov 3, 2017 3:57:28 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2015 on CDC WONDER Online Database, released December, 2016. Data are from the Multiple Cause of Death Files, 1999-2015, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Nov 3, 2017 3:57:28 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd.html#NotApplicableRates."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"4. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"5. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"6. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"7. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
